date,username,time,task,computer,stimfile
08/11/2016,gru,11-Aug-2016 05:58:48,SLtaskDotDirfMRI05.m,oban.stanford.edu,~/data/SLtaskDotDirfMRI05/s323/160811_stim02.mat
08/11/2016,gru,11-Aug-2016 06:06:36,SLtaskDotDirfMRI05.m,oban.stanford.edu,~/data/SLtaskDotDirfMRI05/s323/160811_stim03.mat
08/11/2016,gru,11-Aug-2016 06:14:24,SLtaskDotDirfMRI05.m,oban.stanford.edu,~/data/SLtaskDotDirfMRI05/s323/160811_stim04.mat
08/11/2016,gru,11-Aug-2016 06:15:03,SLtaskDotDirfMRI05.m,oban.stanford.edu,~/data/SLtaskDotDirfMRI05/s323/160811_stim05.mat
08/11/2016,gru,11-Aug-2016 06:22:15,SLtaskDotDirfMRI05.m,oban.stanford.edu,~/data/SLtaskDotDirfMRI05/s323/160811_stim06.mat
08/11/2016,gru,11-Aug-2016 06:29:56,SLtaskDotDirfMRI05.m,oban.stanford.edu,~/data/SLtaskDotDirfMRI05/s323/160811_stim07.mat
08/11/2016,gru,11-Aug-2016 06:37:30,SLtaskDotDirfMRI05.m,oban.stanford.edu,~/data/SLtaskDotDirfMRI05/s323/160811_stim08.mat
08/11/2016,gru,11-Aug-2016 06:45:13,SLtaskDotDirfMRI05.m,oban.stanford.edu,~/data/SLtaskDotDirfMRI05/s323/160811_stim09.mat
08/11/2016,gru,11-Aug-2016 06:53:01,SLtaskDotDirfMRI05.m,oban.stanford.edu,~/data/SLtaskDotDirfMRI05/s323/160811_stim10.mat
08/11/2016,gru,11-Aug-2016 06:57:17,SLtaskDotDirfMRI05.m,oban.stanford.edu,~/data/SLtaskDotDirfMRI05/s323/160811_stim11.mat
08/16/2016,gru,16-Aug-2016 00:53:13,mglRetinotopy.m,oban.stanford.edu,~/data/mglRetinotopy/s323/160816_stim03.mat
08/16/2016,gru,16-Aug-2016 00:59:02,mglRetinotopy.m,oban.stanford.edu,~/data/mglRetinotopy/s323/160816_stim04.mat
08/16/2016,gru,16-Aug-2016 01:04:05,mglRetinotopy.m,oban.stanford.edu,~/data/mglRetinotopy/s323/160816_stim05.mat
08/16/2016,gru,16-Aug-2016 01:09:07,mglRetinotopy.m,oban.stanford.edu,~/data/mglRetinotopy/s323/160816_stim06.mat
08/16/2016,gru,16-Aug-2016 01:14:24,mglRetinotopy.m,oban.stanford.edu,~/data/mglRetinotopy/s323/160816_stim07.mat
08/16/2016,gru,16-Aug-2016 01:19:27,mglRetinotopy.m,oban.stanford.edu,~/data/mglRetinotopy/s323/160816_stim08.mat
08/16/2016,gru,16-Aug-2016 01:24:33,mglRetinotopy.m,oban.stanford.edu,~/data/mglRetinotopy/s323/160816_stim09.mat
08/16/2016,gru,16-Aug-2016 01:29:22,mglRetinotopy.m,oban.stanford.edu,~/data/mglRetinotopy/s323/160816_stim10.mat
09/12/2016,gru,12-Sep-2016 20:32:11,SLtaskDotDirfMRI05.m,oban.stanford.edu,~/data/SLtaskDotDirfMRI05/s323/160912_stim01.mat
09/12/2016,gru,12-Sep-2016 20:40:03,SLtaskDotDirfMRI05.m,oban.stanford.edu,~/data/SLtaskDotDirfMRI05/s323/160912_stim02.mat
09/12/2016,gru,12-Sep-2016 20:47:36,SLtaskDotDirfMRI05.m,oban.stanford.edu,~/data/SLtaskDotDirfMRI05/s323/160912_stim03.mat
09/12/2016,gru,12-Sep-2016 20:55:35,SLtaskDotDirfMRI05.m,oban.stanford.edu,~/data/SLtaskDotDirfMRI05/s323/160912_stim04.mat
09/12/2016,gru,12-Sep-2016 21:03:31,SLtaskDotDirfMRI05.m,oban.stanford.edu,~/data/SLtaskDotDirfMRI05/s323/160912_stim05.mat
09/12/2016,gru,12-Sep-2016 21:11:18,SLtaskDotDirfMRI05.m,oban.stanford.edu,~/data/SLtaskDotDirfMRI05/s323/160912_stim06.mat
09/12/2016,gru,12-Sep-2016 21:18:51,SLtaskDotDirfMRI05.m,oban.stanford.edu,~/data/SLtaskDotDirfMRI05/s323/160912_stim07.mat
09/12/2016,gru,12-Sep-2016 21:26:49,SLtaskDotDirfMRI05.m,oban.stanford.edu,~/data/SLtaskDotDirfMRI05/s323/160912_stim08.mat
09/12/2016,gru,12-Sep-2016 21:30:59,SLtaskDotDirfMRI05.m,oban.stanford.edu,~/data/SLtaskDotDirfMRI05/s323/160912_stim09.mat
09/12/2016,gru,12-Sep-2016 21:37:51,dotslocSL.m,oban.stanford.edu,/Users/gru/proj/gru/dotslocSL/sub01/160912_stim10.mat
09/13/2016,gru,13-Sep-2016 19:58:29,SLtaskDotDirfMRI05.m,oban.stanford.edu,~/data/SLtaskDotDirfMRI05/s323/160913_stim01.mat
09/13/2016,gru,13-Sep-2016 20:06:06,SLtaskDotDirfMRI05.m,oban.stanford.edu,~/data/SLtaskDotDirfMRI05/s323/160913_stim02.mat
09/13/2016,gru,13-Sep-2016 20:13:38,SLtaskDotDirfMRI05.m,oban.stanford.edu,~/data/SLtaskDotDirfMRI05/s323/160913_stim03.mat
09/13/2016,gru,13-Sep-2016 20:21:14,SLtaskDotDirfMRI05.m,oban.stanford.edu,~/data/SLtaskDotDirfMRI05/s323/160913_stim04.mat
09/13/2016,gru,13-Sep-2016 20:28:48,SLtaskDotDirfMRI05.m,oban.stanford.edu,~/data/SLtaskDotDirfMRI05/s323/160913_stim05.mat
09/13/2016,gru,13-Sep-2016 20:36:42,SLtaskDotDirfMRI05.m,oban.stanford.edu,~/data/SLtaskDotDirfMRI05/s323/160913_stim06.mat
09/13/2016,gru,13-Sep-2016 20:45:45,SLtaskDotDirfMRI05.m,oban.stanford.edu,~/data/SLtaskDotDirfMRI05/s323/160913_stim07.mat
09/13/2016,gru,13-Sep-2016 20:52:53,SLtaskDotDirfMRI05.m,oban.stanford.edu,~/data/SLtaskDotDirfMRI05/s323/160913_stim08.mat
09/13/2016,gru,13-Sep-2016 20:57:03,SLtaskDotDirfMRI05.m,oban.stanford.edu,~/data/SLtaskDotDirfMRI05/s323/160913_stim09.mat
