date,username,time,task,computer,stimfile
09/08/2016,gru,08-Sep-2016 23:18:07,SLtaskDotDirfMRI05.m,oban.stanford.edu,~/data/SLtaskDotDirfMRI05/s357/160908_stim02.mat
09/08/2016,gru,08-Sep-2016 23:26:34,SLtaskDotDirfMRI05.m,oban.stanford.edu,~/data/SLtaskDotDirfMRI05/s357/160908_stim03.mat
09/08/2016,gru,08-Sep-2016 23:34:26,SLtaskDotDirfMRI05.m,oban.stanford.edu,~/data/SLtaskDotDirfMRI05/s357/160908_stim04.mat
09/08/2016,gru,08-Sep-2016 23:41:56,SLtaskDotDirfMRI05.m,oban.stanford.edu,~/data/SLtaskDotDirfMRI05/s357/160908_stim05.mat
09/08/2016,gru,08-Sep-2016 23:49:24,SLtaskDotDirfMRI05.m,oban.stanford.edu,~/data/SLtaskDotDirfMRI05/s357/160908_stim06.mat
09/08/2016,gru,08-Sep-2016 23:56:52,SLtaskDotDirfMRI05.m,oban.stanford.edu,~/data/SLtaskDotDirfMRI05/s357/160908_stim07.mat
09/09/2016,gru,09-Sep-2016 00:04:23,SLtaskDotDirfMRI05.m,oban.stanford.edu,~/data/SLtaskDotDirfMRI05/s357/160909_stim08.mat
09/09/2016,gru,09-Sep-2016 00:12:09,SLtaskDotDirfMRI05.m,oban.stanford.edu,~/data/SLtaskDotDirfMRI05/s357/160909_stim09.mat
09/09/2016,gru,09-Sep-2016 00:16:06,SLtaskDotDirfMRI05.m,oban.stanford.edu,~/data/SLtaskDotDirfMRI05/s357/160909_stim10.mat
09/21/2016,gru,21-Sep-2016 22:13:58,mglRetinotopy.m,oban.stanford.edu,~/data/mglRetinotopy/s357/160921_stim01.mat
09/21/2016,gru,21-Sep-2016 22:19:04,mglRetinotopy.m,oban.stanford.edu,~/data/mglRetinotopy/s357/160921_stim02.mat
09/21/2016,gru,21-Sep-2016 22:24:00,mglRetinotopy.m,oban.stanford.edu,~/data/mglRetinotopy/s357/160921_stim03.mat
09/21/2016,gru,21-Sep-2016 22:29:12,mglRetinotopy.m,oban.stanford.edu,~/data/mglRetinotopy/s357/160921_stim04.mat
09/21/2016,gru,21-Sep-2016 22:34:17,mglRetinotopy.m,oban.stanford.edu,~/data/mglRetinotopy/s357/160921_stim05.mat
09/21/2016,gru,21-Sep-2016 22:39:38,mglRetinotopy.m,oban.stanford.edu,~/data/mglRetinotopy/s357/160921_stim06.mat
09/21/2016,gru,21-Sep-2016 22:44:44,mglRetinotopy.m,oban.stanford.edu,~/data/mglRetinotopy/s357/160921_stim07.mat
09/21/2016,gru,21-Sep-2016 22:49:59,mglRetinotopy.m,oban.stanford.edu,~/data/mglRetinotopy/s357/160921_stim08.mat
09/21/2016,gru,21-Sep-2016 22:56:34,dotslocSL.m,oban.stanford.edu,/Users/gru/proj/gru/dotslocSL/sub01/160921_stim09.mat
09/21/2016,gru,21-Sep-2016 23:03:01,dotslocSL.m,oban.stanford.edu,/Users/gru/proj/gru/dotslocSL/sub01/160921_stim10.mat
10/06/2016,unknown,06-Oct-2016 22:12:10,SLtaskDotDirfMRI05.m,oban.stanford.edu,~/data/SLtaskDotDirfMRI05/s357/161006_stim01.mat
10/06/2016,gru,06-Oct-2016 22:19:44,SLtaskDotDirfMRI05.m,oban.stanford.edu,~/data/SLtaskDotDirfMRI05/s357/161006_stim02.mat
10/06/2016,gru,06-Oct-2016 22:27:20,SLtaskDotDirfMRI05.m,oban.stanford.edu,~/data/SLtaskDotDirfMRI05/s357/161006_stim03.mat
10/06/2016,gru,06-Oct-2016 22:35:16,SLtaskDotDirfMRI05.m,oban.stanford.edu,~/data/SLtaskDotDirfMRI05/s357/161006_stim04.mat
10/06/2016,gru,06-Oct-2016 22:42:55,SLtaskDotDirfMRI05.m,oban.stanford.edu,~/data/SLtaskDotDirfMRI05/s357/161006_stim05.mat
10/06/2016,gru,06-Oct-2016 22:51:16,SLtaskDotDirfMRI05.m,oban.stanford.edu,~/data/SLtaskDotDirfMRI05/s357/161006_stim06.mat
10/06/2016,gru,06-Oct-2016 22:58:40,SLtaskDotDirfMRI05.m,oban.stanford.edu,~/data/SLtaskDotDirfMRI05/s357/161006_stim07.mat
10/06/2016,gru,06-Oct-2016 23:05:57,SLtaskDotDirfMRI05.m,oban.stanford.edu,~/data/SLtaskDotDirfMRI05/s357/161006_stim08.mat
